Order Date,Brand,Sneaker Name,Sale Price,Retail Price,Release Date,Shoe Size,Buyer Region
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$805,$190,6/23/18,11,Washington
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$806,$190,6/23/18,13,California
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,"$1,050",$190,6/23/18,8.5,Indiana
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$805,$190,6/23/18,11.5,New York
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$715,$190,6/23/18,7,California
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$820,$190,6/23/18,10.5,California
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$820,$190,6/23/18,10.5,North Carolina
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$630,$190,6/23/18,4.5,Oregon
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$806,$190,6/23/18,11,California
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,"$1,120",$190,6/23/18,9,Massachusetts
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$697,$190,6/23/18,5,Florida
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$970,$190,6/23/18,9.5,Oregon
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,"$1,030",$190,6/23/18,9,California
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$900,$190,6/23/18,10.5,California
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$990,$190,6/23/18,9.5,Massachusetts
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$965,$190,6/23/18,9.5,Ohio
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,"$1,035",$190,6/23/18,8.5,Pennsylvania
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$960,$190,6/23/18,9.5,New York
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$697,$190,6/23/18,5,Indiana
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,"$1,094",$190,6/23/18,9,New York
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,"$1,030",$190,6/23/18,8.5,California
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$817,$190,6/23/18,10.5,Minnesota
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$897,$190,6/23/18,7.5,Oregon
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$785,$190,6/23/18,13,Minnesota
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$715,$190,6/23/18,7,California
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$827,$190,6/23/18,11.5,Florida
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$865,$190,6/23/18,7.5,Washington
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$808,$190,6/23/18,11.5,Utah
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$965,$190,6/23/18,9.5,California
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$801,$190,6/23/18,11.5,Wisconsin
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$826,$190,6/23/18,10.5,Washington
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$967,$190,6/23/18,9.5,California
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$815,$190,6/23/18,12,Tennessee
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$675,$190,6/23/18,5,Oregon
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$795,$190,6/23/18,12,Massachusetts
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$805,$190,6/23/18,13,New York
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$832,$190,6/23/18,10.5,California
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,"$1,100",$190,6/23/18,9,California
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$700,$190,6/23/18,5,Delaware
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$660,$190,6/23/18,6,Illinois
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,"$1,049",$190,6/23/18,9,Delaware
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$703,$190,6/23/18,7,California
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$732,$190,6/23/18,14,California
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$815,$190,6/23/18,10.5,New Jersey
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$845,$190,6/23/18,11.5,Oregon
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$790,$190,6/23/18,11,Connecticut
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,"$1,004",$190,6/23/18,9,Illinois
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$651,$190,6/23/18,4.5,New York
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$979,$190,6/23/18,9.5,New York
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$866,$190,6/23/18,7.5,Nevada
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$840,$190,6/23/18,13,Minnesota
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$820,$190,6/23/18,10.5,California
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$880,$190,6/23/18,10,California
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$807,$190,6/23/18,11,New York
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$831,$190,6/23/18,10.5,California
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$862,$190,6/23/18,10,Georgia
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$890,$190,6/23/18,10.5,New York
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$800,$190,6/23/18,11,California
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$790,$190,6/23/18,7,California
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$970,$190,6/23/18,9.5,Oregon
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$875,$190,6/23/18,7.5,Florida
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$895,$190,6/23/18,10.5,Colorado
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$820,$190,6/23/18,12,California
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$819,$190,6/23/18,12,California
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$895,$190,6/23/18,10.5,California
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$807,$190,6/23/18,11.5,Oregon
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,"$1,015",$190,6/23/18,8,New York
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$800,$190,6/23/18,11,Georgia
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$810,$190,6/23/18,11.5,Florida
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$892,$190,6/23/18,10,California
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$860,$190,6/23/18,10.5,New Jersey
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$795,$190,6/23/18,13,New York
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$802,$190,6/23/18,11,Nevada
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$680,$190,6/23/18,6.5,Texas
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$998,$190,6/23/18,8,California
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$690,$190,6/23/18,6,Texas
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$835,$190,6/23/18,12,California
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$951,$190,6/23/18,9.5,Nevada
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,"$1,025",$190,6/23/18,9,Ohio
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$806,$190,6/23/18,11,Oregon
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$893,$190,6/23/18,10,Nevada
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$796,$190,6/23/18,12,Arizona
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$802,$190,6/23/18,11.5,Wisconsin
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$732,$190,6/23/18,14,California
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$785,$190,6/23/18,7,Oregon
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$887,$190,6/23/18,10,Virginia
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,"$1,020",$190,6/23/18,8.5,Massachusetts
5/31/18,Off-White,Air-Jordan-1-Retro-High-Off-White-White,"$1,869",$190,3/3/18,10,Florida
5/31/18,Off-White,Nike-Air-Max-97-Off-White,$785,$190,11/1/17,12,Texas
5/31/18,Off-White,Nike-Air-Presto-Off-White-White-2018,"$1,500",$160,8/3/18,9,Florida
5/31/18,Off-White,Nike-Air-VaporMax-Off-White,"$1,230",$250,9/9/17,12,California
5/31/18,Off-White,Nike-Air-VaporMax-Off-White-2018,$510,$250,4/14/18,7,New York
5/31/18,Off-White,Nike-Air-VaporMax-Off-White-2018,$571,$250,4/14/18,9.5,Illinois
5/31/18,Off-White,Nike-Air-VaporMax-Off-White-2018,$570,$250,4/14/18,11.5,Illinois
5/31/18,Off-White,Nike-Air-VaporMax-Off-White-2018,$560,$250,4/14/18,10,California
5/31/18,Off-White,Nike-Air-VaporMax-Off-White-2018,$580,$250,4/14/18,6,District of Columbia
5/31/18,Off-White,Nike-Air-VaporMax-Off-White-2018,$565,$250,4/14/18,13,California
5/31/18,Off-White,Nike-Air-VaporMax-Off-White-2018,$555,$250,4/14/18,13,California
5/31/18,Off-White,Nike-Air-VaporMax-Off-White-Black,$581,$250,3/30/18,11,California
5/31/18,Off-White,Nike-Air-VaporMax-Off-White-Black,$600,$250,3/30/18,7.5,Michigan
5/31/18,Off-White,Nike-Air-VaporMax-Off-White-Black,$546,$250,3/30/18,11,California
5/31/18,Off-White,Nike-Air-VaporMax-Off-White-Black,$520,$250,3/30/18,7,New York
5/31/18,Off-White,Nike-React-Hyperdunk-2017-Flyknit-Off-White,$598,$200,11/1/17,9,Florida
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-Low-V2-Beluga,$650,$220,9/24/16,7,Oregon
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$389,$220,11/25/17,14,Missouri
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$429,$220,11/25/17,11,California
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$430,$220,11/25/17,11,California
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$409,$220,11/25/17,10.5,Mississippi
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$400,$220,11/25/17,10,Florida
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$365,$220,11/25/17,9,California
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$399,$220,11/25/17,14,Maryland
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$420,$220,11/25/17,9.5,New York
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$410,$220,11/25/17,10,New York
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$389,$220,11/25/17,5,New York
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$414,$220,11/25/17,9.5,California
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$365,$220,11/25/17,9,California
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$400,$220,11/25/17,8.5,Virginia
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$383,$220,11/25/17,9,Washington
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$380,$220,12/16/17,9.5,Florida
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$390,$220,12/16/17,4,Florida
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$350,$220,12/16/17,9,Illinois
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$425,$220,12/16/17,7.5,New York
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$385,$220,12/16/17,13,North Carolina
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$380,$220,12/16/17,11,Ohio
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$390,$220,12/16/17,10,Oregon
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$385,$220,12/16/17,4,Illinois
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$394,$220,12/16/17,12,New Jersey
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$370,$220,12/16/17,8.5,New York
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$367,$220,12/16/17,9.5,Virginia
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$388,$220,12/16/17,11,New Jersey
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$365,$220,12/16/17,9.5,New York
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$380,$220,12/16/17,5,Oregon
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$410,$220,12/16/17,5,Washington
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$395,$220,12/16/17,13,California
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Copper,$662,$220,11/23/16,9.5,Texas
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Green,$673,$220,11/23/16,9,New York
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red,$905,$220,11/23/16,10.5,New York
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red,$833,$220,11/23/16,10,Oregon
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$784,$220,2/11/17,9.5,Wisconsin
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$745,$220,2/11/17,10,New York
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,$671,$220,12/17/16,8,Oregon
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,$675,$220,12/17/16,7.5,New York
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$350,$220,4/29/17,8.5,Washington
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$345,$220,4/29/17,10,New York
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$345,$220,4/29/17,11.5,Georgia
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$340,$220,4/29/17,10,Minnesota
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$340,$220,4/29/17,10,Georgia
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$345,$220,4/29/17,8.5,New Jersey
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$330,$220,4/29/17,11,California
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$335,$220,4/29/17,8,North Dakota
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$344,$220,4/29/17,10.5,Washington
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,$389,$220,11/18/17,8.5,California
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,$424,$220,11/18/17,9,Michigan
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,$458,$220,11/18/17,10,Arizona
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,$410,$220,11/18/17,4,Massachusetts
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,$413,$220,11/18/17,9,Oregon
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$480,$220,2/25/17,7,Texas
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$479,$220,2/25/17,13,Florida
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$460,$220,2/25/17,10.5,New York
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$420,$220,2/25/17,9,Oregon
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$437,$220,2/25/17,11,Washington
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$420,$220,2/25/17,9,Arizona
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$469,$220,2/25/17,10,Texas
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$403,$220,2/25/17,8,Oregon
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$427,$220,2/25/17,10,Oregon
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$465,$220,2/25/17,7.5,Connecticut
6/1/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$500,$220,2/25/17,13.5,New York
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,"$2,289",$190,9/9/17,10,Arizona
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$775,$190,6/23/18,14,Arkansas
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$964,$190,6/23/18,9.5,Massachusetts
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$900,$190,6/23/18,7.5,New York
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,"$1,002",$190,6/23/18,8,New York
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$884,$190,6/23/18,12,Ohio
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$785,$190,6/23/18,14,Idaho
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$962,$190,6/23/18,9.5,Oregon
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$845,$190,6/23/18,12,Maryland
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$757,$190,6/23/18,7,New York
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$785,$190,6/23/18,7,Massachusetts
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,"$1,080",$190,6/23/18,8.5,California
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$688,$190,6/23/18,6.5,Oregon
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$970,$190,6/23/18,9.5,California
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$720,$190,6/23/18,5.5,Georgia
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$933,$190,6/23/18,10,Maine
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$953,$190,6/23/18,9.5,Oregon
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$775,$190,6/23/18,14,New Jersey
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$915,$190,6/23/18,10,New Jersey
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$750,$190,6/23/18,7,New Jersey
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$685,$190,6/23/18,6,Arizona
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$745,$190,6/23/18,7,California
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$954,$190,6/23/18,9.5,California
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$850,$190,6/23/18,12,Washington
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$885,$190,6/23/18,10.5,Ohio
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$880,$190,6/23/18,7.5,Oregon
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$860,$190,6/23/18,10.5,California
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$860,$190,6/23/18,11,Florida
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$785,$190,6/23/18,7,New York
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$850,$190,6/23/18,11,New York
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$721,$190,6/23/18,7,Oregon
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$880,$190,6/23/18,10.5,North Carolina
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$790,$190,6/23/18,7,New York
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$840,$190,6/23/18,11,Hawaii
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,"$1,075",$190,6/23/18,8,New York
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$840,$190,6/23/18,11,Illinois
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$685,$190,6/23/18,6,California
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$955,$190,6/23/18,9.5,Oregon
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$700,$190,6/23/18,6.5,New York
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$872,$190,6/23/18,11,Illinois
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$898,$190,6/23/18,7.5,Pennsylvania
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$820,$190,6/23/18,12,California
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$858,$190,6/23/18,11,California
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$902,$190,6/23/18,10,Tennessee
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,"$1,030",$190,6/23/18,8,California
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$904,$190,6/23/18,7.5,Massachusetts
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$884,$190,6/23/18,10.5,Missouri
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$675,$190,6/23/18,6,Oregon
6/1/18,Off-White,Air-Jordan-1-Retro-High-Off-White-White,"$1,831",$190,3/3/18,8,Oregon
6/1/18,Off-White,Nike-Air-Max-97-Off-White,$880,$190,11/1/17,8.5,California
6/1/18,Off-White,Nike-Air-VaporMax-Off-White,"$1,080",$250,9/9/17,8,Illinois
6/1/18,Off-White,Nike-Air-VaporMax-Off-White-2018,$565,$250,4/14/18,13,California
6/1/18,Off-White,Nike-Air-VaporMax-Off-White-2018,$570,$250,4/14/18,6.5,Illinois
6/1/18,Off-White,Nike-Air-VaporMax-Off-White-2018,$591,$250,4/14/18,12,California
6/1/18,Off-White,Nike-Air-VaporMax-Off-White-2018,$545,$250,4/14/18,9,Florida
6/1/18,Off-White,Nike-Air-VaporMax-Off-White-Black,$639,$250,3/30/18,8.5,California
6/1/18,Off-White,Nike-Air-VaporMax-Off-White-Black,$639,$250,3/30/18,9,Louisiana
6/1/18,Off-White,Nike-Blazer-Mid-Off-White,$930,$130,9/9/17,11,California
6/1/18,Off-White,Nike-Zoom-Fly-Off-White,$712,$170,11/1/17,11,New York
6/2/18, Yeezy,Adidas-Yeezy-Boost-350-Low-Oxford-Tan,"$1,000",$200,12/29/15,12.5,New York
6/2/18, Yeezy,Adidas-Yeezy-Boost-350-Low-Pirate-Black-2016,$995,$200,2/19/16,11,Illinois
6/2/18, Yeezy,Adidas-Yeezy-Boost-350-Low-Turtledove,"$1,500",$200,6/27/15,11,West Virginia
6/2/18, Yeezy,Adidas-Yeezy-Boost-350-Low-Turtledove,"$1,390",$200,6/27/15,12,Virginia
6/2/18, Yeezy,Adidas-Yeezy-Boost-350-Low-V2-Beluga,$682,$220,9/24/16,8.5,Oregon
6/2/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$385,$220,11/25/17,9,Florida
6/2/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$366,$220,11/25/17,8,California
6/2/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$420,$220,11/25/17,9.5,New York
6/2/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$420,$220,11/25/17,11,New York
6/2/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$410,$220,11/25/17,10,Maryland
6/2/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$398,$220,11/25/17,12,West Virginia
6/2/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$412,$220,11/25/17,10.5,Texas
6/2/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$402,$220,11/25/17,8.5,New York
6/2/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$400,$220,11/25/17,8.5,New York
6/2/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$398,$220,11/25/17,12,Iowa
6/2/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$389,$220,12/16/17,8.5,Virginia
6/2/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$390,$220,12/16/17,10,Florida
